 A98                                                                           
   3.8    2.1                                                                  
 08/03/87                                                                      
 13:45:52                                                                      
  853                                                                          
  1495                                                                         
   000024    852.9    24.73     54.6   350.00    10.00     0.00    270.0       
   000033    853.1    25.00     54.5   350.00    10.00     0.00    270.0       
   000042    853.0    24.73     54.3   350.00    10.00     0.00    270.0       
   000100    852.9    24.14     54.5   354.97    10.00     0.00    270.0       
   000109    853.1    24.23     54.7   354.97    15.00     0.00    270.0       
   000118    853.0    24.07     55.1   354.97    15.00     0.00    270.0       
   000127    853.0    23.34     56.1   354.97    15.00     0.00    270.0       
   000145    853.1    23.86     57.0   354.97    15.00     0.00    270.0       
   000155    852.9    23.40     57.2   354.97    15.00     0.00    270.0       
   000204    852.9    23.69     57.3   354.97    15.00     0.00    270.0       
   000222    853.1    23.76     57.0   354.97    15.00     0.00    270.0       
   000231    853.0    23.41     57.2   354.97    15.00     0.00    270.0       
   000240    853.1    24.05     56.8   354.97    15.00     0.00    270.0       
   000249    853.1    23.58     56.6   354.97    15.00     0.00    270.0       
   000307    853.0    24.74     56.1   354.97    15.00     0.00    270.0       
   000316    853.1    24.78     55.8   354.97    15.00     0.00    270.0       
   000325    853.0    25.02     55.7   354.97    15.00     0.00    270.0       
   000344    853.1    23.44     56.1   354.97    15.00     0.00    270.0       
   000353    853.1    23.06     56.5   354.97    15.00     0.00    270.0       
   000402    853.0    23.39     57.0   354.97    15.00     0.00    270.0       
   000411    853.1    23.23     57.0   354.97    15.00     0.00    270.0       
   000429    852.8    23.98     56.8   143.22    15.00     0.00    270.0       
   000438    853.0    23.80     57.0   200.28    24.08     0.00    270.0       
   000456    852.9    24.07     57.9   197.36    36.60     0.00    270.0       
   000514    850.3    24.05     58.2   216.98    40.38     0.00    270.0       
   000523    845.1    22.53     61.3   228.86    33.65     0.00    270.0       
   000532    840.4    21.80     64.2   205.24    50.61     0.00    270.0       
   000541    835.6    21.23     66.4   214.39    51.87     4.52     25.4       
   000600    824.4    20.41     70.0   217.56    53.88     4.52     25.4       
   000609    817.5    19.82     71.8   217.20    53.02     4.88     49.4       
   000618    811.0    19.16     74.9   216.91    52.55     4.88     49.4       
   000636    798.9    17.90     80.7   214.53    51.47     6.18     30.8       
   000645    793.1    17.23     84.7   213.85    51.00     6.18     30.8       
   000654    786.9    16.55     89.1   213.45    51.08     6.18     30.8       
   000703    780.0    16.02     92.2   214.64    51.22     6.22     33.1       
   000721    769.3    15.40     79.0   216.33    50.36     6.22     33.1       
   000731    765.8    16.47     64.6   217.34    48.59     7.17     44.3       
   000740    762.6    16.68     61.3   217.99    47.01     7.17     44.3       
   000758    756.4    16.98     48.9   217.23    43.84     8.98     40.5       
   000807    751.9    16.80     44.0   216.51    43.08     8.98     40.5       
   000816    748.5    16.74     42.8   215.65    41.93     8.98     40.5       
   000825    743.6    16.97     25.8   213.60    41.97     9.74     22.5       
   000844    738.0    17.68     20.7   209.82    40.53     9.74     22.5       
   000853    735.4    17.62     20.7   208.23    39.84     8.63    357.6       
   000902    732.5    17.45     20.7   207.04    39.30     8.63    357.6       
   000920    726.7    17.07     20.6   204.67    37.94     9.52      1.3       
   000929    723.6    16.82     20.7   203.55    37.40     9.52      1.3       
   000938    720.4    16.54     20.7   202.76    36.86     9.52      1.3       
   000957    714.2    15.99     20.7   201.21    35.74     9.70      4.9       
   001006    711.0    15.71     20.6   200.28    35.31     9.70      4.9       
   001015    707.6    15.46     20.5   199.38    34.80    10.92      2.8       
   001024    704.4    15.17     20.4   198.55    34.30    10.92      2.8       
   001042    697.7    14.64     20.5   197.00    33.47    11.52    359.6       
   001051    694.7    14.31     20.6   196.28    33.11    11.52    359.6       
   001100    691.5    14.02     20.7   195.49    32.72    11.52    359.6       
   001119    685.5    13.37     21.5   193.98    32.10    11.11    355.4       
   001128    682.5    13.11     21.5   193.26    31.85    11.11    355.4       
   001137    679.6    12.77     21.5   192.54    31.60    10.45    350.6       
   001146    677.0    12.51     21.5   191.92    31.38    10.45    350.6       
   001204    671.4    12.03     21.2   190.77    31.02     9.88    350.0       
   001213    668.6    11.74     21.0   190.27    30.88     9.88    350.0       
   001223    665.9    11.44     20.8   189.76    30.77     9.88    350.0       
   001241    660.5    10.85     20.6   188.86    30.59     8.94    347.3       
   001250    658.0    10.56     20.8   188.58    30.52     8.94    347.3       
   001259    655.6    10.32     20.7   188.29    30.48     7.96    350.5       
   001308    653.3    10.08     20.8   187.78    30.45     7.96    350.5       
   001327    645.8     9.28     31.5   187.03    30.77     6.71    347.9       
   001336    641.8     8.80     36.6   186.60    31.13     6.71    347.9       
