   001345    636.7     8.24     34.8   186.06    31.56     6.71    347.9       
   001403    628.8     7.37     37.7   184.72    32.36     5.45    312.9       
   001412    625.1     6.92     40.8   184.47    32.54     5.45    312.9       
   001422    621.1     6.44     44.6   183.64    33.08     5.35    304.5       
   001431    617.7     5.98     48.1   182.82    33.44     5.35    304.5       
   001440    614.8     5.70     50.7   181.99    33.72     5.35    304.5       
   001449    610.9     5.25     44.8   181.05    34.12     6.77    281.7       
   001458    608.4     4.87     51.9   180.22    34.44     6.77    281.7       
   001517    602.5     4.22     57.8   178.46    35.06     6.63    283.5       
   001526    599.9     3.96     58.7   177.70    35.20     6.63    283.5       
   001535    597.3     3.66     60.1   176.52    35.49     6.63    283.5       
   001544    595.1     3.39     60.9   175.51    35.70     7.98    273.8       
   001554    592.9     3.06     61.8   174.61    35.85     7.98    273.8       
   001603    590.9     2.87     62.5   173.78    35.99     7.98    273.8       
   001612    587.8     2.46     64.3   172.81    36.21     7.77    279.0       
   001621    585.0     2.14     65.0   171.69    36.50     7.77    279.0       
   001630    582.6     1.91     66.8   170.61    36.64     7.77    279.0       
   001640    580.1     1.56     67.7   169.64    36.82     8.65    273.0       
   001658    575.0     1.02     68.8   167.44    37.00     8.65    273.0       
   001707    572.4     0.71     70.3   166.44    37.11     9.12    281.2       
   001717    570.0     0.43     71.6   165.28    37.18     9.12    281.2       
   001726    567.5     0.14     74.4   164.60    37.22     9.12    281.2       
   001735    563.7    -0.36     77.8   163.52    37.43     9.87    278.2       
   001744    561.2    -0.57     79.6   162.22    37.47     9.87    278.2       
   001754    558.8    -0.85     81.3   160.75    37.54     9.87    278.2       
   001803    556.5    -1.11     82.2   159.60    37.58    11.12    271.7       
   001812    554.1    -1.35     83.0   158.23    37.65    11.12    271.7       
   001821    551.8    -1.70     84.6   157.18    37.68    11.12    271.7       
   001830    548.5    -2.04     87.0   156.00    37.76    11.14    269.6       
   001840    546.1    -2.10     87.7   154.84    37.83    11.14    269.6       
   001849    544.1    -2.27     87.9   153.84    37.83    11.14    269.6       
   001858    542.0    -2.39     89.2   152.36    37.86    11.71    265.5       
   001917    537.9    -2.80     89.7   150.02    37.79    11.71    265.5       
   001926    535.8    -3.00     89.6   148.76    37.76    11.77    263.6       
   001935    533.3    -3.21     89.7   147.64    37.68    11.77    263.6       
   001945    530.6    -3.41     88.7   146.53    37.68    11.77    263.6       
   002003    526.8    -3.73     81.6   144.51    37.65    12.26    263.2       
   002012    524.4    -3.93     79.8   143.50    37.65    12.26    263.2       
   002022    521.7    -4.11     78.6   142.57    37.65    10.55    265.6       
   002031    519.4    -4.28     74.6   142.06    37.58    10.55    265.6       
   002040    516.7    -4.44     72.5   140.98    37.58    10.55    265.6       
   002049    514.5    -4.68     71.0   140.30    37.54     9.92    266.1       
   002059    511.7    -4.92     70.3   139.44    37.50     9.92    266.1       
   002117    507.0    -5.29     69.3   138.10    37.36     9.87    270.4       
   002127    504.9    -5.51     67.9   137.38    37.25     9.87    270.4       
   002136    502.4    -5.77     68.8   136.70    37.14     9.87    270.4       
   002154    497.5    -6.23     69.4   135.40    36.96    10.95    273.5       
   002204    494.9    -6.54     69.7   134.76    36.82    10.95    273.5       
   002213    492.5    -6.80     67.7   134.32    36.68    10.62    273.6       
   002222    490.2    -7.12     68.4   133.68    36.57    10.62    273.6       
   002232    488.0    -7.43     67.4   133.10    36.35    10.62    273.6       
   002241    485.2    -7.80     67.3   132.74    36.24    11.23    279.8       
   002250    482.5    -7.95     69.2   132.34    36.14    11.23    279.8       
   002259    479.5    -8.28     73.3   131.62    35.99    11.23    279.8       
   002309    475.6    -8.62     78.8   131.16    35.99    11.35    280.6       
   002318    471.5    -9.05     84.2   130.72    36.03    11.35    280.6       
   002327    469.6    -9.06     92.0   130.11    35.99    11.35    280.6       
   002346    464.2    -9.39    102.0   128.92    35.92    10.79    270.7       
   002355    461.4    -9.74    102.0   128.35    35.92    10.79    270.7       
   002405    459.2    -9.81    102.0   127.95    35.92     8.81    261.5       
   002423    455.5   -10.10     99.8   126.40    35.99     8.81    261.5       
   002433    451.6   -10.36     93.9  8888.88  8888.88  8888.88   8888.9       
   002442    449.0   -10.62     94.3  8888.88  8888.88  8888.88   8888.9       
   002451    446.4   -11.02     95.0  8888.88  8888.88  8888.88   8888.9       
   002501    443.3   -11.39     97.3  8888.88  8888.88  8888.88   8888.9       
   002510    440.7   -11.82     97.9  8888.88  8888.88  8888.88   8888.9       
   002519    437.7   -12.37    102.0  8888.88  8888.88  8888.88   8888.9       
   002529    435.2   -13.00    102.0  8888.88  8888.88  8888.88   8888.9       
   002538    433.7   -13.12     96.7  8888.88  8888.88  8888.88   8888.9       
   002548    431.0   -13.02     85.8  8888.88  8888.88  8888.88   8888.9       
   002557    429.8   -13.27     79.1  8888.88  8888.88  8888.88   8888.9       
   002606    429.0   -13.02     76.7  8888.88  8888.88  8888.88   8888.9       
   002616    426.1   -13.07     75.7  8888.88  8888.88  8888.88   8888.9       
   002625    424.1   -13.25     75.2  8888.88  8888.88  8888.88   8888.9       
   002644    420.0   -13.64     75.6  8888.88  8888.88  8888.88   8888.9       
   002653    417.8   -13.85     75.6  8888.88  8888.88  8888.88   8888.9       
   002703    416.6   -14.11     75.0  8888.88  8888.88  8888.88   8888.9       
   002721    412.8   -14.35     73.6  8888.88  8888.88  8888.88   8888.9       
   002731    410.6   -14.56     72.3  8888.88  8888.88  8888.88   8888.9       
   002740    408.7   -15.16     71.6  8888.88  8888.88  8888.88   8888.9       
   002749    405.9   -15.30     71.8  8888.88  8888.88  8888.88   8888.9       
   002759    404.5   -15.68     71.7  8888.88  8888.88  8888.88   8888.9       
   002808    402.3   -15.88     71.6  8888.88  8888.88  8888.88   8888.9       
   002818    400.6   -16.33     71.5  8888.88  8888.88  8888.88   8888.9       
   002836    396.5   -16.94     71.6  8888.88  8888.88  8888.88   8888.9       
   002846    396.2   -17.36     71.8  8888.88  8888.88  8888.88   8888.9       
   002855    392.6   -17.48     71.2  8888.88  8888.88  8888.88   8888.9       
   002905    390.4   -17.87     71.0  8888.88  8888.88  8888.88   8888.9       
   002923    387.2   -18.11     69.2  8888.88  8888.88  8888.88   8888.9       
   002933    385.4   -18.25     69.2  8888.88  8888.88  8888.88   8888.9       
   002942    382.9   -18.49     68.8  8888.88  8888.88  8888.88   8888.9       
   003001    381.3   -19.13     67.9  8888.88  8888.88  8888.88   8888.9       
   003010    377.9   -19.27     67.4  8888.88  8888.88  8888.88   8888.9       
   003020    375.4   -19.51     66.7  8888.88  8888.88  8888.88   8888.9       
   003029    375.0   -19.75     66.5  8888.88  8888.88  8888.88   8888.9       
   003048    370.7   -20.08     66.2  8888.88  8888.88  8888.88   8888.9       
   003058    369.7   -20.36     66.0  8888.88  8888.88  8888.88   8888.9       
   003107    367.4   -20.55     66.5  8888.88  8888.88  8888.88   8888.9       
   003116    364.8   -20.67     66.4  8888.88  8888.88  8888.88   8888.9       
   003126    363.6   -20.89     66.9  8888.88  8888.88  8888.88   8888.9       
   003135    361.7   -21.12     67.8  8888.88  8888.88  8888.88   8888.9       
   003145    359.6   -21.32     70.2  8888.88  8888.88  8888.88   8888.9       
   003154    357.6   -21.44     72.1  8888.88  8888.88  8888.88   8888.9       
   003204    356.2   -21.68     72.0  8888.88  8888.88  8888.88   8888.9       
   003213    354.1   -21.90     72.4  8888.88  8888.88  8888.88   8888.9       
   003232    350.3   -22.30     74.5  8888.88  8888.88  8888.88   8888.9       
   003241    349.1   -22.50     75.1  8888.88  8888.88  8888.88   8888.9       
   003251    346.5   -22.79     75.5  8888.88  8888.88  8888.88   8888.9       
   003310    344.0   -23.26     75.1  8888.88  8888.88  8888.88   8888.9       
   003319    342.6   -23.72     75.6  8888.88  8888.88  8888.88   8888.9       
   003329    339.8   -23.93     77.2  8888.88  8888.88  8888.88   8888.9       
   003338    338.4   -24.09     79.5  8888.88  8888.88  8888.88   8888.9       
   003348    335.8   -24.70     80.5  8888.88  8888.88  8888.88   8888.9       
   003357    335.5   -25.02     81.6  8888.88  8888.88  8888.88   8888.9       
   003406    333.1   -25.26     82.4  8888.88  8888.88  8888.88   8888.9       
   003416    332.1   -25.76     82.9  8888.88  8888.88  8888.88   8888.9       
   003425    329.9   -25.90     83.8  8888.88  8888.88  8888.88   8888.9       
   003435    327.7   -26.19     84.2  8888.88  8888.88  8888.88   8888.9       
   003444    326.6   -26.30     84.2  8888.88  8888.88  8888.88   8888.9       
   003454    323.6   -26.65     84.6  8888.88  8888.88  8888.88   8888.9       
   003503    323.2   -26.77     84.0  8888.88  8888.88  8888.88   8888.9       
   003513    321.5   -26.89     82.7  8888.88  8888.88  8888.88   8888.9       
   003522    319.8   -27.12     80.2  8888.88  8888.88  8888.88   8888.9       
   003532    317.3   -27.33     77.8  8888.88  8888.88  8888.88   8888.9       
   003541    316.0   -27.54     76.0  8888.88  8888.88  8888.88   8888.9       
   003551    314.5   -27.74     74.4  8888.88  8888.88  8888.88   8888.9       
   003600    312.5   -28.00     72.8  8888.88  8888.88  8888.88   8888.9       
   003610    311.3   -28.55     70.3  8888.88  8888.88  8888.88   8888.9       
   003619    309.0   -28.61     68.9  8888.88  8888.88  8888.88   8888.9       
   003629    306.9   -28.83     68.1  8888.88  8888.88  8888.88   8888.9       
   003638    305.9   -29.08     67.4  8888.88  8888.88  8888.88   8888.9       
   003648    303.9   -29.43     66.1  8888.88  8888.88  8888.88   8888.9       
   003657    302.1   -29.74     64.8  8888.88  8888.88  8888.88   8888.9       
   003707    300.7   -29.77     64.2  8888.88  8888.88  8888.88   8888.9       
   003716    299.2   -30.13     64.0  8888.88  8888.88  8888.88   8888.9       
   003726    297.2   -30.47     63.9  8888.88  8888.88  8888.88   8888.9       
   003735    294.7   -30.72     63.8  8888.88  8888.88  8888.88   8888.9       
   003745    293.7   -31.04     63.2  8888.88  8888.88  8888.88   8888.9       
   003754    291.4   -31.38     62.8  8888.88  8888.88  8888.88   8888.9       
   003804    290.3   -31.89     62.1  8888.88  8888.88  8888.88   8888.9       
   003814    288.5   -32.34     61.5  8888.88  8888.88  8888.88   8888.9       
   003823    286.7   -32.64     61.4  8888.88  8888.88  8888.88   8888.9       
   003833    284.4   -32.83     61.0  8888.88  8888.88  8888.88   8888.9       
   003842    283.4   -33.05     61.0  8888.88  8888.88  8888.88   8888.9       
   003852    281.8   -33.30     61.1  8888.88  8888.88  8888.88   8888.9       
   003901    280.5   -33.72     61.0  8888.88  8888.88  8888.88   8888.9       
   003911    279.2   -34.02     60.6  8888.88  8888.88  8888.88   8888.9       
   003920    277.6   -34.27     60.9  8888.88  8888.88  8888.88   8888.9       
   003939    274.6   -35.01     60.9  8888.88  8888.88  8888.88   8888.9       
   003949    272.9   -35.42     59.7  8888.88  8888.88  8888.88   8888.9       
   003959    271.9   -35.57     58.6  8888.88  8888.88  8888.88   8888.9       
   004008    270.0   -35.71     57.9  8888.88  8888.88  8888.88   8888.9       
   004018    268.6   -35.84     56.9  8888.88  8888.88  8888.88   8888.9       
   004027    267.1   -36.33     56.6  8888.88  8888.88  8888.88   8888.9       
   004037    265.5   -36.28     56.8  8888.88  8888.88  8888.88   8888.9       
   004046    264.1   -36.71     57.1  8888.88  8888.88  8888.88   8888.9       
   004056    262.9   -36.70     57.5  8888.88  8888.88  8888.88   8888.9       
   004106    260.4   -37.09     56.1  8888.88  8888.88  8888.88   8888.9       
   004115    259.6   -37.12     54.0  8888.88  8888.88  8888.88   8888.9       
   004125    257.5   -37.50     51.4  8888.88  8888.88  8888.88   8888.9       
   004134    257.2   -37.59     50.5  8888.88  8888.88  8888.88   8888.9       
   004144    254.8   -38.09     50.3  8888.88  8888.88  8888.88   8888.9       
   004153    254.1   -38.51     50.3  8888.88  8888.88  8888.88   8888.9       
   004203    252.4   -38.79     50.3  8888.88  8888.88  8888.88   8888.9       
   004213    251.7   -38.98     49.9  8888.88  8888.88  8888.88   8888.9       
   004222    249.4   -38.89     49.5  8888.88  8888.88  8888.88   8888.9       
   004232    247.0   -39.11     49.6  8888.88  8888.88  8888.88   8888.9       
   004241    246.6   -39.58     48.2  8888.88  8888.88  8888.88   8888.9       
   004251    244.2   -39.79     46.3  8888.88  8888.88  8888.88   8888.9       
   004301    243.3   -40.26     45.1  8888.88  8888.88  8888.88   8888.9       
   004310    241.8   -40.72     44.4  8888.88  8888.88  8888.88   8888.9       
   004320    240.4   -41.18     44.1  8888.88  8888.88  8888.88   8888.9       
   004330    239.1   -41.32     43.4  8888.88  8888.88  8888.88   8888.9       
   004339    237.2   -41.52     41.9  8888.88  8888.88  8888.88   8888.9       
