1STN   DATE   GMT   BSN    HTS   LAT  LONG   ID     ASN   CASE                                                                     
 ELP  850604 1730 2015596 1193. 3148 10624     0    327      0                                                                     
 R30  14416.  TDV  72.98 R33 10251.  RHDV 78.3          CHT TM  0.00 CLK TM  0.00  BAR COR  0.0 SFC PRESS CONTACT  877.1           
 PSY CHECKS   CTO  0.0       CT  0.0       PT  0.0       CHO  0.0       CH   0.       PH   0. MSG DATA   0   0   0   0 PCPN 0 AR 0 
 MAX =  134                                         0                                                                              
0   HT      P     TC    TD    RH    AM      SM     TV    AE    SE    SPD  DIR     U     V     AZ    DISP     X       Y      TIME  S
  1193.0  877.1  26.1   3.4  23.0   5.74  24.94  300.3   7.8  33.8   4.0  240.   3.5   2.0    0.0   0.050   0.000   0.050   0.00  1
  1200.0  876.4  25.9   3.1  22.8   5.62  24.67  300.1   7.6  33.4   0.0  999.   0.0   0.0    0.0   0.050   0.000   0.050   0.02  0
  1342.6  862.2  22.1  -3.2  18.2   3.59  19.75  295.9   4.8  26.5   0.0  999.   0.0   0.0    0.0   0.050   0.000   0.050   0.50  1
  1350.0  861.5  22.0  -3.2  18.3   3.59  19.65  295.8   4.8  26.4   0.0  999.   0.0   0.0    0.0   0.050   0.000   0.050   0.52  0
  1465.8  850.0  20.5  -3.3  19.8   3.60  18.17  294.3   4.8  24.1   0.0  999.   0.0   0.0    0.0   0.050   0.000   0.050   0.80  1
  1500.0  846.6  20.2  -3.2  20.4   3.64  17.86  294.0   4.8  23.6   0.0  999.   0.0   0.0    0.0   0.050   0.000   0.050   0.93  0
  1650.0  832.0  18.7  -2.8  23.0   3.81  16.57  292.5   5.0  21.6   7.6  233.   6.0   4.6   73.6   0.697   0.668   0.197   1.51  0
  1800.0  817.5  17.3  -2.6  25.6   3.94  15.36  291.1   5.1  19.7   6.0  238.   5.1   3.2   67.9   0.947   0.878   0.357   2.09  0
  1950.0  803.2  15.8  -2.5  28.3   4.02  14.23  289.7   5.1  18.0   4.1  242.   3.6   1.9   67.7   1.104   1.021   0.419   2.67  0
  1984.0  800.0  15.5  -2.5  28.9   4.04  13.98  289.3   5.1  17.6   3.9  239.   3.3   2.0   67.7   1.136   1.051   0.432   2.80  1
  2100.0  789.1  14.4  -2.2  31.6   4.17  13.18  288.3   5.2  16.4   3.3  224.   2.3   2.3   66.5   1.226   1.124   0.489   3.24  0
  2250.0  775.2  12.9  -2.1  35.2   4.30  12.21  286.8   5.3  14.9   3.9  201.   1.4   3.7   63.9   1.309   1.175   0.577   3.80  0
  2400.0  761.4  11.5  -2.0  38.7   4.38  11.30  285.4   5.3  13.6   5.6  191.   1.1   5.5   58.9   1.426   1.221   0.737   4.36  0
  2490.6  753.2  10.7  -2.1  40.9   4.41  10.78  284.6   5.2  12.8   6.2  188.   0.9   6.1   55.1   1.511   1.240   0.864   4.70  1
  2550.0  747.8  10.1  -2.0  42.6   4.45  10.43  284.0   5.3  12.3   6.5  187.   0.7   6.5   52.8   1.566   1.248   0.946   4.91  0
  2700.0  734.4   8.6  -2.1  47.1   4.51   9.58  282.5   5.2  11.1   6.7  183.   0.3   6.7   47.8   1.714   1.269   1.152   5.43  0
  2850.0  721.2   7.1  -2.2  51.5   4.53   8.80  281.0   5.2  10.1   7.1  180.   0.0   7.1   42.9   1.861   1.267   1.364   5.95  0
  3000.0  708.2   5.6  -2.5  55.9   4.51   8.07  279.5   5.1   9.1   7.7  178.  -0.2   7.7   38.5   2.041   1.270   1.597   6.47  0
  3094.7  700.0   4.6  -2.8  58.7   4.48   7.64  278.5   5.0   8.5   7.9  182.   0.3   7.9   35.8   2.158   1.261   1.751   6.80  1
  3150.0  695.3   4.1  -2.8  60.4   4.48   7.42  278.0   5.0   8.2   8.1  184.   0.5   8.1   34.3   2.226   1.254   1.840   6.98  0
  3300.0  682.5   2.8  -3.1  65.1   4.47   6.87  276.7   4.9   7.5   8.6  190.   1.5   8.5   32.1   2.454   1.302   2.080   7.47  0
  3450.0  670.0   1.4  -3.5  69.8   4.43   6.34  275.3   4.7   6.8   9.5  190.   1.7   9.4   29.9   2.694   1.343   2.335   7.95  0
  3588.0  658.6   0.2  -3.9  74.1   4.37   5.89  274.0   4.6   6.2  10.7  191.   2.0  10.5   28.2   2.952   1.396   2.602   8.40  1
  3600.0  657.6   0.1  -3.9  74.5   4.36   5.85  273.9   4.6   6.1  10.8  191.   2.0  10.6   28.1   2.975   1.400   2.624   8.44  0
  3750.0  645.4  -1.4  -4.5  79.1   4.25   5.37  272.5   4.4   5.5  11.9  191.   2.4  11.6   26.4   3.270   1.455   2.929   8.89  0
  3900.0  633.4  -2.8  -5.2  83.8   4.12   4.91  271.0   4.2   5.0  12.8  193.   2.8  12.5   25.2   3.594   1.528   3.253   9.34  0
  4050.0  621.5  -4.2  -5.9  88.4   3.98   4.50  269.6   3.9   4.5  14.0  199.   4.6  13.3   24.0   3.945   1.607   3.603   9.79  0
  4187.7  610.7  -5.6  -6.5  92.7   3.84   4.14  268.2   3.7   4.0  16.1  210.   7.9  14.0   24.0   4.312   1.754   3.939  10.20  1
  4200.0  609.7  -5.6  -7.0  90.0   3.72   4.13  268.2   3.6   4.0  16.3  210.   8.2  14.0   24.1   4.345   1.773   3.967  10.23  0
  4302.9  601.8  -5.9 -10.8  67.8   2.78   4.10  267.8   2.7   3.9  18.1  214.  10.1  15.0   24.8   4.639   1.942   4.213  10.50  1
  4350.0  598.2  -5.2 -16.0  42.3   1.83   4.33  268.2   1.8   4.1  18.9  215.  10.9  15.4   25.2   4.811   2.048   4.353  10.68  0
  4381.6  595.8  -4.8 -21.6  25.3   1.14   4.49  268.5   1.1   4.3  19.6  215.  11.2  16.1   25.5   4.929   2.122   4.449  10.80  1
  4498.6  587.0  -5.0 -19.1  31.8   1.43   4.51  268.4   1.3   4.2  22.2  213.  12.1  18.6   26.1   5.313   2.340   4.770  11.10  1
  4500.0  586.9  -5.0 -19.0  32.2   1.45   4.51  268.4   1.4   4.2  22.2  213.  12.1  18.6   26.1   5.318   2.342   4.774  11.10  0
  4591.6  580.1  -5.4 -11.2  63.5   2.80   4.41  268.2   2.6   4.1  23.9  212.  12.8  20.2   26.4   5.626   2.501   5.040  11.30  1
  4650.0  575.8  -5.7 -12.0  61.0   2.65   4.34  267.9   2.4   4.0  25.0  212.  13.2  21.2   26.7   5.895   2.644   5.269  11.50  0
  4737.6  569.4  -6.2 -13.2  57.2   2.43   4.24  267.4   2.2   3.9  25.6  210.  12.8  22.1   27.0   6.326   2.876   5.634  11.80  1
  4800.0  564.9  -5.8 -13.5  54.6   2.39   4.38  267.7   2.2   4.0  26.0  209.  12.5  22.8   27.2   6.598   3.021   5.865  11.96  0
  4854.1  561.0  -5.6 -13.8  52.3   2.36   4.51  268.0   2.1   4.0  26.6  207.  12.2  23.7   27.2   6.832   3.127   6.074  12.10  1
  4950.0  554.2  -6.1 -15.3  47.9   2.09   4.37  267.4   1.9   3.9  27.7  205.  11.6  25.2   27.0   7.331   3.334   6.529  12.42  0
  5100.0  543.7  -7.0 -18.0  41.0   1.71   4.17  266.5   1.5   3.6  28.4  204.  11.5  25.9   26.7   8.194   3.688   7.317  12.92  0
  5213.4  535.8  -7.6 -20.1  35.8   1.44   4.02  265.8   1.2   3.4  29.0  204.  11.6  26.6   26.5   8.812   3.934   7.884  13.30  1
  5250.0  533.3  -7.5 -23.2  27.1   1.10   4.08  265.8   0.9   3.5  29.2  203.  11.6  26.8   26.5   8.979   4.002   8.038  13.39  0
  5295.2  530.2  -7.3 -28.6  16.3   0.68   4.16  265.9   0.6   3.5  29.5  203.  11.5  27.2   26.4   9.188   4.085   8.230  13.50  1
  5400.0  523.1  -7.8 -28.7  16.8   0.68   4.06  265.5   0.6   3.4  30.2  202.  11.3  28.0   26.2   9.766   4.313   8.762  13.82  0
  5550.0  513.1  -8.5 -28.7  17.5   0.69   3.93  264.8   0.6   3.2  30.3  200.  10.3  28.5   25.8  10.586   4.606   9.531  14.28  0
  5700.0  503.3  -9.1 -28.9  18.3   0.70   3.80  264.1   0.6   3.1  31.7  198.   9.6  30.2   25.3  11.423   4.880  10.328  14.74  0
  5753.4  499.8  -9.4 -28.9  18.6   0.70   3.76  263.9   0.6   3.0  32.4  197.   9.2  31.0   25.1  11.739   4.981  10.629  14.90  1
  5850.0  493.6 -10.1 -27.0  23.5   0.85   3.60  263.2   0.7   2.8  33.7  195.   8.5  32.6   24.6  12.326   5.138  11.204  15.20  0
  6000.0  484.1 -11.2 -24.8  31.2   1.05   3.37  262.2   0.8   2.6  35.6  193.   7.9  34.7   23.8  13.287   5.360  12.158  15.67  0
  6150.0  474.7 -12.2 -23.4  38.8   1.22   3.14  261.1   0.9   2.4  35.9  192.   7.7  35.1   23.0  14.295   5.582  13.160  16.14  0
  6300.0  465.4 -13.3 -22.3  46.5   1.36   2.93  260.0   1.0   2.2  36.5  192.   7.7  35.7   22.3  15.275   5.792  14.135  16.61  0
  6450.0  456.3 -14.4 -21.6  54.1   1.48   2.74  259.0   1.1   2.0  36.5  194.   8.7  35.5   21.6  16.322   6.017  15.172  17.08  0
  6455.6  456.0 -14.5 -21.6  54.4   1.49   2.73  258.9   1.1   2.0  36.5  194.   8.7  35.5   21.6  16.360   6.028  15.209  17.10  1
  6579.5  448.6 -15.3 -24.8  43.6   1.13   2.59  258.1   0.8   1.9  36.4  194.   9.0  35.2   21.2  17.417   6.304  16.236  17.60  1
  6600.0  447.4 -15.5 -24.6  45.1   1.15   2.56  257.9   0.8   1.8  36.3  194.   9.1  35.2   21.2  17.596   6.350  16.410  17.68  0
  6750.0  438.6 -16.7 -23.4  56.2   1.32   2.35  256.6   0.9   1.6  37.4  193.   8.6  36.4   20.7  18.907   6.668  17.692  18.28  0
  6882.3  430.9 -17.9 -22.7  65.9   1.43   2.17  255.5   1.0   1.5  40.1  193.   8.9  39.1   20.2  20.067   6.922  18.835  18.80  1
  6900.0  429.9 -17.9 -23.0  64.1   1.39   2.17  255.5   1.0   1.5  40.4  193.   8.9  39.4   20.1  20.202   6.954  18.968  18.85  0
