  6985.4  425.0 -17.9 -24.6  55.2   1.21   2.20  255.5   0.8   1.5  42.8  193.   9.3  41.8   19.9  20.850   7.100  19.604  19.10  1
  7050.0  421.3 -18.3 -25.7  52.2   1.11   2.14  255.0   0.8   1.4  44.6  193.   9.7  43.5   19.7  21.337   7.207  20.082  19.29  0
  7200.0  413.0 -19.3 -28.2  45.3   0.90   1.99  254.0   0.6   1.3  44.0  192.   9.0  43.0   19.4  22.503   7.457  21.232  19.72  0
  7350.0  404.7 -20.4 -30.8  38.3   0.71   1.86  252.9   0.5   1.2  38.1  190.   6.9  37.5   19.0  23.600   7.675  22.317  20.15  0
  7436.3  400.0 -21.0 -32.5  34.4   0.61   1.79  252.3   0.4   1.1  35.8  190.   6.1  35.3   18.8  24.096   7.757  22.813  20.40  1
  7500.0  396.6 -21.5 -33.3  33.4   0.57   1.72  251.8   0.4   1.1  34.1  189.   5.5  33.7   18.6  24.475   7.818  23.193  20.59  0
  7650.0  388.6 -22.7 -35.1  31.1   0.49   1.58  250.5   0.3   1.0  38.0  192.   8.2  37.1   18.3  25.397   7.969  24.114  21.04  0
  7800.0  380.7 -24.0 -36.9  28.8   0.41   1.44  249.3   0.3   0.9  42.4  195.  11.0  40.9   18.2  26.515   8.261  25.196  21.49  0
  7950.0  372.9 -25.2 -38.8  26.5   0.35   1.31  248.0   0.2   0.8  40.0  196.  11.1  38.5   18.0  27.681   8.562  26.323  21.94  0
  8100.0  365.3 -26.4 -40.7  24.3   0.29   1.20  246.8   0.2   0.7  36.8  198.  11.2  35.1   18.0  28.675   8.861  27.272  22.39  0
  8250.0  357.8 -27.7 -42.7  22.0   0.24   1.09  245.5   0.1   0.6  38.6  200.  13.0  36.3   18.0  29.669   9.168  28.217  22.84  0
  8400.0  350.4 -28.9 -44.8  19.7   0.20   0.99  244.3   0.1   0.6  42.0  202.  15.8  38.9   18.1  30.756   9.563  29.231  23.29  0
  8550.0  343.1 -30.1 -46.9  17.4   0.16   0.90  243.1   0.1   0.5  43.6  204.  17.8  39.9   18.3  31.929  10.023  30.315  23.74  0
  8637.0  338.9 -30.8 -48.2  16.1   0.14   0.85  242.3   0.1   0.5  43.7  205.  18.7  39.4   18.4  32.621  10.297  30.954  24.00  1
  8700.0  335.9 -31.3 -48.6  16.1   0.13   0.82  241.9   0.1   0.4  43.7  206.  19.4  39.1   18.5  33.126  10.533  31.407  24.20  0
  8850.0  328.8 -32.4 -49.5  16.1   0.12   0.75  240.8   0.1   0.4  43.8  208.  20.6  38.7   18.9  34.354  11.112  32.508  24.67  0
  9000.0  321.9 -33.5 -50.4  16.2   0.11   0.69  239.7   0.1   0.4  43.4  209.  20.9  38.1   19.2  35.586  11.705  33.606  25.15  0
  9150.0  315.1 -34.6 -51.3  16.2   0.10   0.63  238.6   0.1   0.3  43.3  209.  21.1  37.8   19.5  36.791  12.302  34.673  25.62  0
  9300.0  308.4 -35.7 -52.2  16.3   0.09   0.58  237.5   0.0   0.3  42.7  208.  20.3  37.5   19.8  38.012  12.906  35.754  26.10  0
  9450.0  301.8 -36.8 -53.1  16.3   0.09   0.53  236.4   0.0   0.3  42.5  208.  19.8  37.6   20.1  39.191  13.458  36.807  26.57  0
  9491.2  300.0 -37.1 -53.4  16.3   0.08   0.52  236.1   0.0   0.2  43.0  208.  19.9  38.1   20.2  39.521  13.614  37.102  26.70  1
  9600.0  295.3 -38.0 -54.1  16.4   0.08   0.48  235.2   0.0   0.2  44.1  207.  20.1  39.3   20.3  40.387  14.021  37.875  27.03  0
  9750.0  288.9 -39.2 -55.0  16.5   0.07   0.43  234.0   0.0   0.2  45.6  207.  20.4  40.7   20.5  41.627  14.577  38.991  27.50  0
  9848.6  284.8 -39.9 -55.6  16.6   0.07   0.40  233.2   0.0   0.2  44.6  205.  19.2  40.3   20.6  42.459  14.953  39.739  27.80  1
  9900.0  282.7 -40.3 -56.5  15.6   0.06   0.39  232.8   0.0   0.2  44.1  205.  18.6  40.0   20.7  42.896  15.151  40.131  27.96  0
 10050.0  276.5 -41.5 -59.0  12.8   0.05   0.35  231.7   0.0   0.2  42.4  203.  16.3  39.1   20.7  44.065  15.606  41.209  28.42  0
 10200.0  270.4 -42.6 -61.8  10.0   0.03   0.32  230.6   0.0   0.1  43.2  203.  16.5  39.9   20.8  45.240  16.056  42.295  28.88  0
 10350.0  264.5 -43.7 -65.2   7.1   0.02   0.29  229.4   0.0   0.1  44.4  203.  17.0  41.0   20.8  46.454  16.522  43.417  29.34  0
 10500.0  258.6 -44.9 -69.7   4.3   0.01   0.26  228.3   0.0   0.1  44.7  203.  17.6  41.1   20.9  47.695  16.999  44.563  29.80  0
 10650.0  252.9 -46.0 -77.6   1.4   0.00   0.24  227.2   0.0   0.1  43.9  204.  18.1  40.0   21.0  48.926  17.496  45.691  30.27  0
 10726.2  250.0 -46.6 -99.9   0.0   0.00   0.22  226.6   0.0   0.1  43.7  205.  18.2  39.8   21.0  49.548  17.756  46.257  30.50  1
 10800.0  247.2 -47.2 -99.9   0.0   0.00   0.21  226.0   0.0   0.1  43.6  205.  18.3  39.5   21.0  50.168  18.019  46.821  30.74  0
 10950.0  241.7 -48.4 -99.9   0.0   0.00   0.19  224.8   0.0   0.1  44.3  205.  18.7  40.2   21.1  51.472  18.570  48.005  31.24  0
 11100.0  236.2 -49.6 -99.9   0.0   0.00   0.17  223.6   0.0   0.1  43.6  207.  19.6  38.9   21.2  52.807  19.137  49.217  31.74  0
 11250.0  230.9 -50.8 -99.9   0.0   0.00   0.15  222.4   0.0   0.1  40.8  211.  20.9  35.1   21.4  54.062  19.742  50.329  32.24  0
 11400.0  225.6 -52.0 -99.9   0.0   0.00   0.13  221.2   0.0   0.0  40.9  212.  21.7  34.6   21.7  55.211  20.384  51.310  32.73  0
 11480.4  222.8 -52.6 -99.9   0.0   0.00   0.12  220.5   0.0   0.0  42.9  211.  21.9  36.9   21.8  55.836  20.736  51.843  33.00  1
 11550.0  220.4 -52.7 -99.9   0.0   0.00   0.12  220.5   0.0   0.0  44.7  209.  22.0  38.9   21.9  56.339  20.972  52.290  33.18  0
 11700.0  215.3 -52.8 -99.9   0.0   0.00   0.13  220.4   0.0   0.0  47.5  208.  22.3  41.9   22.0  57.434  21.488  53.263  33.57  0
 11789.0  212.4 -52.8 -99.9   0.0   0.00   0.13  220.4   0.0   0.0  46.1  207.  21.1  41.0   22.0  58.091  21.799  53.845  33.80  1
 11850.0  210.4 -53.1 -99.9   0.0   0.00   0.12  220.0   0.0   0.0  45.2  207.  20.2  40.4   22.1  58.542  22.013  54.245  33.96  0
 12000.0  205.6 -54.0 -99.9   0.0   0.00   0.11  219.2   0.0   0.0  42.5  205.  17.8  38.6   22.1  59.532  22.431  55.145  34.35  0
 12150.0  200.8 -54.8 -99.9   0.0   0.00   0.11  218.4   0.0   0.0  38.9  207.  17.5  34.7   22.2  60.521  22.841  56.045  34.73  0
 12175.4  200.0 -54.9 -99.9   0.0   0.00   0.10  218.3   0.0   0.0  38.4  207.  17.7  34.1   22.2  60.687  22.910  56.196  34.80  1
 12300.0  196.1 -55.3 -99.9   0.0   0.00   0.10  217.8   0.0   0.0  36.0  211.  18.8  30.7   22.3  61.553  23.342  56.955  35.21  0
 12416.0  192.6 -55.7 -99.9   0.0   0.00   0.10  217.4   0.0   0.0  36.0  213.  19.4  30.3   22.4  62.369  23.807  57.646  35.60  1
 12450.0  191.6 -55.6 -99.9   0.0   0.00   0.10  217.6   0.0   0.0  36.0  213.  19.6  30.2   22.5  62.602  23.941  57.843  35.71  0
 12600.0  187.1 -55.0 -99.9   0.0   0.00   0.11  218.1   0.0   0.0  35.7  210.  18.0  30.8   22.6  63.646  24.500  58.742  36.20  0
 12750.0  182.8 -54.5 -99.9   0.0   0.00   0.12  218.7   0.0   0.0  35.4  207.  16.2  31.5   22.7  64.676  24.998  59.649  36.69  0
 12900.0  178.6 -53.9 -99.9   0.0   0.00   0.13  219.2   0.0   0.0  36.1  203.  13.9  33.3   22.8  65.719  25.448  60.592  37.18  0
 13029.5  175.0 -53.4 -99.9   0.0   0.00   0.14  219.7   0.0   0.0  35.0  200.  12.2  32.8   22.7  66.646  25.762  61.466  37.60  1
 13050.0  174.4 -53.6 -99.9   0.0   0.00   0.14  219.6   0.0   0.0  34.9  200.  12.0  32.7   22.7  66.795  25.812  61.606  37.67  0
 13200.0  170.4 -54.5 -99.9   0.0   0.00   0.13  218.6   0.0   0.0  29.3  201.  10.7  27.3   22.7  67.767  26.152  62.517  38.16  0
 13350.0  166.5 -55.5 -99.9   0.0   0.00   0.12  217.7   0.0   0.0  25.7  203.  10.2  23.6   22.7  68.520  26.442  63.212  38.65  0
 13500.0  162.6 -56.5 -99.9   0.0   0.00   0.11  216.7   0.0   0.0  26.3  206.  11.3  23.7   22.7  69.279  26.751  63.906  39.14  0
 13650.0  158.8 -57.4 -99.9   0.0   0.00   0.10  215.7   0.0   0.0  26.3  208.  12.3  23.3   22.8  70.067  27.110  64.610  39.63  0
 13800.0  155.0 -58.4 -99.9   0.0   0.00   0.09  214.8   0.0   0.0  24.6  211.  12.6  21.2   22.8  70.822  27.472  65.277  40.12  0
 13950.0  151.4 -59.4 -99.9   0.0   0.00   0.08  213.8   0.0   0.0  22.6  214.  12.7  18.6   22.9  71.505  27.850  65.859  40.61  0
 14007.3  150.0 -59.7 -99.9   0.0   0.00   0.08  213.4   0.0   0.0  22.2  216.  13.0  18.1   23.0  71.758  27.992  66.073  40.80  1
 14100.0  147.8 -60.4 -99.9   0.0   0.00   0.07  212.8   0.0   0.0  21.8  218.  13.4  17.2   23.0  72.175  28.250  66.416  41.14  0
 14250.0  144.3 -61.5 -99.9   0.0   0.00   0.06  211.7   0.0   0.0  22.2  221.  14.6  16.7   23.2  72.870  28.716  66.974  41.69  0
 14400.0  140.8 -62.6 -99.9   0.0   0.00   0.06  210.6   0.0   0.0  23.1  224.  15.9  16.7   23.4  73.576  29.218  67.526  42.25  0
 14550.0  137.4 -63.7 -99.9   0.0   0.00   0.05  209.5   0.0   0.0  24.7  223.  16.7  18.2   23.6  74.305  29.770  68.080  42.80  0
 14550.8  137.4 -63.7 -99.9   0.0   0.00   0.05  209.5   0.0   0.0  24.7  223.  16.7  18.2   23.6  74.310  29.774  68.085  42.80  1
 14700.0  134.1 -59.0 -99.9   0.0   0.00   0.09  214.2   0.0   0.0  25.1  220.  16.1  19.2   23.8  75.019  30.253  68.649  43.27  0
 14739.3  133.3 -57.8 -99.9   0.0   0.00   0.11  215.4   0.0   0.0  24.7  221.  16.2  18.7   23.8  75.204  30.372  68.798  43.40  1
 14850.0  131.0 -57.0 -99.9   0.0   0.00   0.12  216.1   0.0   0.0  23.8  223.  16.3  17.4   23.9  75.716  30.714  69.206  43.77  0
 14917.4  129.6 -56.6 -99.9   0.0   0.00   0.13  216.6   0.0   0.0  23.5  226.  17.0  16.3   24.0  76.028  30.923  69.455  44.00  1
 15000.0  127.9 -57.0 -99.9   0.0   0.00   0.13  216.2   0.0   0.0  23.3  230.  17.8  15.1   24.1  76.367  31.229  69.690  44.28  0
 15150.0  124.9 -57.8 -99.9   0.0   0.00   0.12  215.4   0.0   0.0  22.6  229.  17.0  14.9   24.4  76.981  31.786  70.112  44.77  0
 15247.6  123.0 -58.3 -99.9   0.0   0.00   0.11  214.9   0.0   0.0  22.1  224.  15.2  16.0   24.5  77.382  32.114  70.403  45.10  1
 15300.0  122.0 -58.2 -99.9   0.0   0.00   0.11  215.0   0.0   0.0  21.8  221.  14.2  16.6   24.6  77.595  32.245  70.578  45.27  0
 15450.0  119.1 -57.8 -99.9   0.0   0.00   0.12  215.4   0.0   0.0  20.8  213.  11.2  17.5   24.7  78.212  32.621  71.085  45.75  0
 15600.0  116.3 -57.4 -99.9   0.0   0.00   0.13  215.8   0.0   0.0  19.5  206.   8.4  17.5   24.7  78.791  32.894  71.596  46.24  0
 15650.0  115.4 -57.3 -99.9   0.0   0.00   0.14  215.9   0.0   0.0  19.1  203.   7.5  17.6   24.7  78.967  32.947  71.765  46.40  1
