 08/06/87                                                                      
 17:09:14                                                                      
  823.7                                                                        
  1751                                                                         
 000006    25.19     34.7    823.5 *                                           
 000010    25.36     33.8    823.3                                             
 000015    25.77     33.7    823.4                                             
 000019    25.73     33.6    823.4                                             
 000024    25.65     33.2    823.4                                             
 000028    25.53     33.2    823.4                                             
 000033    25.41     33.1    823.4 *                                           
 000037    25.26     33.4    823.3                                             
 000041    25.08     33.4    823.4                                             
 000046    25.14     35.8    821.7                                             
 000050    24.02     36.1    823.4                                             
 000055    25.21     32.9    823.6                                             
 000059    26.65     31.1    823.6 *                                           
 000201    23.24     38.0    823.4                                             
 000206    23.14     38.3    823.6                                             
 000210    23.12     38.5    823.1 *                                           
 000215    23.06     38.7    823.3                                             
 000219    23.40     38.7    823.5                                             
 000224    23.78     38.4    823.5                                             
 000228    23.44     39.1    823.3                                             
 000233    23.35     38.6    822.3                                             
 000237    23.78     38.5    823.5 *                                           
 000242    23.10     39.0    823.4                                             
 000246    22.90     39.4    823.0                                             
 000251    22.94     40.0    822.9                                             
 000255    22.93     40.0    822.9                                             
 000300    22.78     39.7    822.8                                             
 000304    22.92     40.1    822.9 *                                           
 000309    23.72     38.2    823.6                                             
 000313    23.33     39.5    823.6                                             
 000318    23.21     39.3    823.4                                             
 000322    23.01     39.8    823.3                                             
 000326    22.79     37.8    820.8                                             
 000331    22.59     37.8    818.3 *                                           
 000335    22.43     36.2    815.3                                             
 000340    22.32     35.9    812.8                                             
 000344    22.43     33.7    810.3                                             
 000349    22.40     33.5    807.6                                             
 000353    22.22     33.5    805.0                                             
 000358    22.02     33.6    802.3 *                                           
 000402    21.77     33.7    799.5                                             
 000407    21.51     34.0    797.1                                             
 000411    21.29     34.2    794.0                                             
 000415    21.01     34.4    791.4                                             
 000420    20.76     34.8    788.2                                             
 000424    20.57     34.0    785.3 *                                           
 000429    20.44     34.1    783.1                                             
 000433    20.32     34.1    780.9                                             
 000438    20.14     34.5    778.9                                             
 000442    19.91     34.8    776.4                                             
 000447    19.72     35.0    773.9                                             
 000451    19.52     35.3    771.5 *                                           
 000456    19.29     35.7    769.1                                             
 000500    19.04     36.1    766.6                                             
 000505    18.85     36.2    764.1                                             
 000509    18.65     36.6    761.7                                             
 000513    18.42     37.1    759.5                                             
 000518    18.15     37.6    757.3 *                                           
 000522    17.93     38.0    754.6                                             
 000527    17.68     38.4    752.1                                             
 000531    17.43     38.8    749.6                                             
 000536    17.23     39.1    747.0                                             
 000540    17.01     39.6    744.5                                             
 000545    16.85     39.3    741.9 *                                           
 000549    16.75     39.6    739.3                                             
 000554    16.57     39.4    736.4                                             
 000558    16.45     39.4    734.4                                             
 000603    16.18     39.9    731.3                                             
 000607    15.98     40.2    729.0                                             
 000612    15.69     40.7    726.5 *                                           
 000616    15.49     41.5    723.5                                             
 000621    15.32     41.2    721.2                                             
 000625    15.13     41.3    718.9                                             
 000629    14.88     42.0    716.5                                             
 000634    14.68     42.2    714.3                                             
 000638    14.36     42.6    712.2 *                                           
 000643    14.13     43.3    709.5                                             
 000647    13.69     43.4    706.9                                             
 000652    13.61     43.8    704.5                                             
 000656    13.33     44.2    702.3                                             
 000701    13.03     45.0    700.2                                             
 000705    12.87     46.1    697.9 *                                           
 000710    12.61     46.8    695.6                                             
 000714    12.38     47.5    693.5                                             
 000719    12.11     48.7    691.4                                             
 000723    11.83     49.1    689.0                                             
 000728    11.59     49.8    687.1                                             
 000732    11.33     50.6    684.8 *                                           
 000737    11.02     51.3    682.7                                             
 000741    10.75     51.9    680.1                                             
 000746    10.42     52.7    677.3                                             
 000750    10.13     53.6    675.2                                             
 000755     9.92     54.2    673.1                                             
 000759     9.73     54.1    670.9 *                                           
 000804     9.59     54.5    668.6                                             
 000808     9.37     54.8    666.2                                             
 000813     9.16     55.4    664.0                                             
 000817     8.92     55.9    661.9                                             
 000822     8.69     56.2    659.9                                             
 000826     8.45     56.9    657.5 *                                           
 000831     8.14     57.6    655.3                                             
 000835     7.89     58.6    653.0                                             
 000840     7.63     59.0    650.8                                             
 000844     7.44     59.2    648.7                                             
 000849     7.31     59.3    646.2                                             
 000853     7.22     59.0    643.8 *                                           
 000858     7.07     59.5    641.4                                             
 000902     7.02     58.8    639.4                                             
 000907     6.81     60.0    637.4                                             
 000911     6.43     60.2    634.8                                             
 000916     6.30     60.6    632.7                                             
 000920     6.15     60.6    630.3 *                                           
 000925     5.97     60.9    627.6                                             
 000929     5.74     61.5    625.3                                             
 000934     5.48     62.5    623.2                                             
 000938     5.39     62.1    620.9                                             
 000943     5.17     63.7    618.6                                             
 000947     4.84     65.5    617.2 *                                           
 000952     4.60     66.0    615.0                                             
 000956     4.36     68.0    613.0                                             
 001001     4.00     68.9    611.7                                             
 001005     3.77     69.9    609.6                                             
 001010     3.44     70.8    607.8                                             
 001014     3.15     72.3    605.9 *                                           
 001019     2.97     73.1    604.4                                             
 001023     2.74     75.0    602.4                                             
 001028     2.48     73.9    600.7                                             
 001032     2.18     77.6    598.7                                             
 001037     1.96     78.9    596.8                                             
 001041     1.72     81.2    595.1 *                                           
 001046     1.46     82.7    593.1                                             
 001050     1.27     84.6    591.2                                             
 001055     1.05     86.1    589.5                                             
 001059     0.96     86.7    587.6                                             
 001104     0.87     87.1    585.9                                             
 001108     0.69     87.6    584.3 *                                           
 001113     0.49     88.5    582.1                                             
 001118     0.31     88.8    580.5                                             
 001122     0.11     88.9    578.4                                             
 001127    -0.06     89.0    576.9                                             
 001131    -0.19     89.6    575.2                                             
 001136    -0.35     90.3    573.1 *                                           
 001140    -0.47     90.8    571.4                                             
 001145    -0.58     90.9    570.1                                             
 001149    -0.76     91.6    568.3                                             
 001154    -0.95     92.4    566.5                                             
 001158    -1.16     93.1    565.2                                             
 001203    -1.28     93.4    563.8 *                                           
 001207    -1.43     94.0    562.3                                             
 001212    -1.55     94.4    561.1                                             
 001216    -1.67     94.6    559.1                                             
 001221    -1.80     94.7    557.8                                             
