 001226    -1.96     94.9    556.1                                             
 001230    -2.14     95.2    554.1 *                                           
 001235    -2.29     95.4    552.3                                             
 001239    -2.44     95.5    550.4                                             
 001244    -2.58     95.6    548.8                                             
 001248    -2.75     95.6    546.8                                             
 001253    -2.90     95.7    545.0                                             
 001257    -3.01     95.7    543.3 *                                           
 001302    -3.14     95.6    541.5                                             
 001306    -3.29     95.3    539.3                                             
 001311    -3.47     95.5    537.6                                             
 001315    -3.68     95.7    536.0                                             
 001320    -3.78     95.5    534.4                                             
 001325    -3.95     95.7    532.7 *                                           
 001329    -4.10     95.8    530.9                                             
 001334    -4.26     95.7    529.2                                             
 001338    -4.42     95.8    527.1                                             
 001343    -4.60     96.0    525.4                                             
 001347    -4.75     96.0    523.3                                             
 001352    -5.00     99.0    521.2 *                                           
 001356    -5.16     99.4    519.5                                             
 001401    -5.31     99.4    517.7                                             
 001406    -5.46     99.7    515.8                                             
 001410    -5.64     99.7    513.9                                             
 001415    -5.80     99.0    512.7                                             
 001419    -5.89     99.0    510.6 *                                           
 001424    -6.01     98.8    509.1                                             
 001428    -6.15    100.1    507.7                                             
 001433    -6.32     98.7    506.0                                             
 001437    -6.51    102.0    504.1                                             
 001442    -6.66     99.0    502.3                                             
 001447    -6.80     99.7    500.8 *                                           
 001451    -6.99     99.7    498.8                                             
 001456    -7.15     99.2    496.6                                             
 001500    -7.33    102.0    494.9                                             
 001505    -7.50    102.0    493.3                                             
 001509    -7.67    102.0    491.8                                             
 001514    -7.81    102.0    490.0 *                                           
 001518    -7.95    102.0    488.4                                             
 001523    -8.09     99.8    486.7                                             
 001528    -8.26     99.8    485.1                                             
 001532    -8.42    102.0    483.0                                             
 001537    -8.56    102.0    481.3                                             
 001541    -8.73    102.0    479.7 *                                           
 001546    -8.93    102.0    477.6                                             
 001550    -9.09    102.0    476.2                                             
 001555    -9.22     99.3    475.0                                             
 001600    -9.36    102.0    473.3                                             
 001604    -9.50     98.8    471.4                                             
 001609    -9.62     98.8    470.0 *                                           
 001613    -9.75     99.0    468.1                                             
 001618    -9.92     97.8    466.2                                             
 001622   -10.10     98.3    464.5                                             
 001627   -10.24     98.3    462.7                                             
 001631   -10.41     98.0    460.9                                             
 001636   -10.56     97.6    459.2 *                                           
 001641   -10.72     97.6    457.3                                             
 001645   -10.87     97.5    455.8                                             
 001650   -11.07    102.0    454.1                                             
 001654   -11.24     97.2    452.3                                             
 001659   -11.39     96.6    450.7                                             
 001703   -11.57     99.4    448.8 *                                           
 001708   -11.76     97.7    447.2                                             
 001713   -11.88    102.0    445.7                                             
 001717   -12.07     96.6    443.9                                             
 001722   -12.18     96.6    441.2                                             
 001726   -12.45     96.6    440.3                                             
 001731   -12.61     98.3    438.8 *                                           
 001735   -12.77    100.0    436.7                                             
 001740   -12.94     97.9    435.7                                             
 001745   -13.08     96.8    433.7                                             
 001749   -13.21     96.9    431.6                                             
 001754   -13.37     95.5    430.1                                             
 001758   -13.57     96.2    428.5 *                                           
 001803   -13.76     95.2    426.9                                             
 001808   -13.89     95.2    425.2                                             
 001812   -14.08     94.6    423.6                                             
 001817   -14.19     94.1    422.1                                             
 001821   -14.35     94.2    420.5                                             
 001826   -14.50     93.5    418.8 *                                           
 001830   -14.75     93.3    416.9                                             
 001835   -14.97     92.9    414.3                                             
 001840   -15.14     92.2    412.8                                             
 001844   -15.40     91.9    410.5                                             
 001849   -15.52     91.8    408.8                                             
 001853   -15.66     92.0    407.2 *                                           
 001858   -15.83     91.7    404.9                                             
 001903   -16.08     91.4    403.2                                             
 001907   -16.26     91.1    401.7                                             
 001912   -16.51     91.0    399.9                                             
 001916   -16.70     91.0    398.2                                             
 001921   -16.89     90.8    396.8 *                                           
 001925   -17.10     90.9    395.0                                             
 001930   -17.33     91.3    393.3                                             
 001935   -17.47     90.7    391.8                                             
 001939   -17.73     90.8    389.7                                             
 001944   -18.03     90.7    387.9                                             
 001948   -18.19     90.7    386.3 *                                           
 001953   -18.39     90.1    384.4                                             
 001958   -18.67     90.3    382.7                                             
 002002   -18.88     89.9    381.2                                             
 002007   -19.06     89.8    379.5                                             
 002011   -19.29     89.4    377.8                                             
 002016   -19.53     89.0    376.0 *                                           
 002021   -19.76     88.6    374.3                                             
 002025   -19.96     88.5    372.7                                             
 002030   -20.20     88.7    370.4                                             
 002034   -19.16     88.7    369.5                                             
 002039   -20.56     88.2    367.4                                             
 002044   -20.71     87.8    365.5 *                                           
 002048   -20.77     87.2    363.6                                             
 002053   -20.90     87.1    362.5                                             
 002057   -21.14     86.4    360.8                                             
 002102   -21.67     86.1    358.3                                             
 002107   -21.92     85.9    356.8                                             
 002111   -22.30     85.3    355.4 *                                           
 002116   -22.46     85.0    354.6                                             
 002120   -22.63     84.7    353.2                                             
 002125   -22.86     84.3    351.9                                             
 002130   -23.01     84.2    350.8                                             
 002134   -23.22     83.8    349.3                                             
 002139   -23.35     83.7    348.2 *                                           
 002143   -23.58     83.4    347.6                                             
 002148   -23.80     83.0    345.2                                             
 002153   -24.04     82.8    344.4                                             
 002157   -24.21     82.2    342.9                                             
 002202   -24.50     81.9    342.0                                             
 002206   -24.84     81.5    340.9 *                                           
 002211   -25.02     81.2    339.8                                             
 002216   -25.17     81.0    338.9                                             
 002220   -25.34     80.9    338.3                                             
 002225   -25.39     80.7    337.6                                             
 002229   -25.52     80.4    336.1                                             
 002234   -25.67     80.3    334.8 *                                           
 002239   -25.83     80.1    333.8                                             
 002243   -25.93     79.9    333.3                                             
 002248   -26.12     79.6    331.8                                             
 002253   -26.35     79.3    331.1                                             
 002257   -26.69     79.5    329.9                                             
 002302   -26.78     78.9    329.0 *                                           
 002306   -27.07     78.3    327.8                                             
 002311   -27.26     77.9    327.1                                             
 002316   -27.41     77.0    325.5                                             
 002320   -27.61     76.0    324.6                                             
 002325   -27.78     75.3    323.6                                             
 002330   -27.88     75.0    322.4 *                                           
 002334   -28.14     74.4    321.7                                             
 002339   -28.32 88888888 88888888                                             
 002343   -28.47     73.7    319.9                                             
 002348   -28.68     73.1    318.9                                             
 002353   -28.66     72.8    318.0                                             
 002357   -28.89     72.5    317.0 *                                           
 002402   -29.10     72.2    315.7                                             
 002406   -29.34     71.7    315.2                                             
 002411   -29.41     71.3    314.2                                             
 002416   -29.65     71.0    313.3                                             
 002420   -29.82     70.6    312.4                                             
 002425   -30.02 88888888    311.9 *                                           
 002430   -30.17     69.9    311.0                                             
 002434   -29.94     69.6    309.9                                             
 002439   -30.01     68.6    308.4                                             
 002443   -30.30     67.9    307.5                                             
 002448 88888888 88888888 88888888                                             
 002453 88888888 88888888 88888888 *                                           
 002457 88888888 88888888 88888888                                             
 002502 88888888 88888888 88888888                                             
 002507 88888888 88888888 88888888                                             
 002511 88888888 88888888 88888888                                             
 002516 88888888 88888888 88888888                                             
 002520 88888888 88888888 88888888 *                                           
 002525 88888888 88888888 88888888                                             
 002530 88888888 88888888 88888888                                             
 002534 88888888 88888888 88888888                                             
 002539 88888888 88888888 88888888                                             
 002543 88888888 88888888 88888888                                             
 002548 88888888 88888888 88888888 *                                           
 002553 88888888 88888888 88888888                                             
 002557 88888888 88888888 88888888                                             
 002602 88888888 88888888 88888888                                             
 002607 88888888 88888888 88888888                                             
 002611 88888888 88888888 88888888                                             
 002616 88888888 88888888 88888888 *                                           
 002620 88888888 88888888 88888888                                             
 002625 88888888 88888888 88888888                                             
 002630 88888888 88888888 88888888                                             
 002634 88888888 88888888 88888888                                             
 002639 88888888 88888888 88888888                                             
 002643 88888888 88888888 88888888 *                                           
 002648 88888888 88888888 88888888                                             
