DVR,-104.86917,39.76722,1611
1987,07,03,15:35:19
CLASS 10 SECOND DATA,345
SURFACE:,Tim:s,Lon:d,Lat:d,Alt:m,Prs:mb,Tmp:C,Dpt:C,RH:%,WS:m/s,WD:d
FLIGHT: ,Tim:s,Lon:d,Lat:d,Alt:m,Prs:mb,Tmp:C,Dpt:C,RH:%,WS:m/s,WD:d,Qp,Qt,Qh,Quv
RMW
/
/
/
-42.1,-104.86917,39.76722,1608,836.7,23.5,13.1,52,1.8,180
10,-104.86907,39.76723,1626.2,835,20.1,11.1,48.9,.3,130.9,.7,.1,4.5,.3
20,-104.86905,39.76713,1667.1,831,20,9.6,52.7,2.4,343.6,.3,.1,.4,.2
30,-104.86895,39.7669,1718.4,826.1,19.6,10,53.9,3.1,342.9,.3,.1,.3,.3
40,-104.8688,39.76662,1769.6,821.2,19.2,10,54.7,3.6,331,.3,0,.3,.3
50,-104.86851,39.76645,1818.9,816.5,19,9.8,54.5,3.2,283.2,.3,.1,.5,.4
60,-104.86809,39.76644,1869.6,811.7,18.9,9.4,52.9,4.2,263,.2,0,.5,.4
70,-104.86763,39.76651,1919.9,806.9,18.5,9,53.3,3.9,253.8,.7,.2,.8,.3
80,-104.86728,39.76663,1968.3,802.4,18.3,8.7,52.9,2.8,235.9,.5,.1,.4,.7
90,-104.86706,39.76695,2013.9,798.1,18.3,8.3,50.9,5.6,194.1,.4,.1,.1,.8
100,-104.86705,39.76766,2061.1,793.8,18.2,7.8,49.6,10.4,174,.2,.1,.4,.7
110,-104.86702,39.76842,2109.8,789.3,18,7.3,48.4,6.7,193.7,.4,0,.6,.6
120,-104.8668,39.76896,2160.4,784.6,17.8,6.6,46.3,6,200.1,.5,.1,.5,.2
130,-104.86656,39.7695,2206.8,780.4,17.7,5.6,43.2,6.7,198.6,.4,.1,.1,.4
140,-104.86625,39.77006,2257.8,775.7,17.7,4.2,38.2,6.8,208,.3,0,.7,.4
150,-104.86586,39.77055,2310.6,770.9,17.8,2.3,32.9,5.9,214.5,.6,.1,1.2,.3
160,-104.86543,39.77094,2358.8,766.6,18,.3,27.8,5.7,226.6,.3,.1,1.3,.3
170,-104.86489,39.77127,2402.6,762.7,18.4,-2.1,22.3,6,236.3,.2,.1,.5,.3
180,-104.86432,39.77152,2455,758,18.9,-5,16.9,5.3,245.2,.1,.1,.3,.4
190,-104.86378,39.7716,2496.7,754.4,19.2,-8.4,12.5,4.5,273.9,.1,.1,1.2,.3
200,-104.86328,39.77156,2536.5,750.9,19.3,-11.4,10.3,4,278.1,.2,.1,.3,.4
210,-104.86277,39.77143,2576.8,747.3,19.2,-12.8,10.2,5.3,297.5,.3,0,.3,.4
220,-104.86221,39.77111,2616.6,743.9,18.9,-12.8,10.7,6.7,312.8,.1,.1,.3,.3
230,-104.86172,39.77084,2661.8,740,18.5,-12.6,11,3.7,292.2,.2,0,0,.3
240,-104.86133,39.77073,2706.5,736.1,18.2,-12.5,11.3,3.5,290.7,.2,.1,.3,.2
250,-104.86096,39.77059,2749.4,732.4,17.9,-12.5,11.4,3.6,300.9,.1,0,.6,.2
260,-104.86058,39.77041,2793.7,728.6,17.5,-12.6,11.6,3.9,303.2,.3,0,.3,.3
270,-104.86019,39.77018,2837.8,724.8,17.2,-12.7,11.8,4.5,310.6,.4,0,.3,.2
280,-104.85976,39.76992,2878.9,721.3,17,-13.1,11.3,4.9,304.7,.3,.1,.3,.3
290,-104.85927,39.76965,2922.7,717.6,16.7,-13.5,11.3,5.4,306.8,.3,0,.3,.2
300,-104.85873,39.76935,2966.7,713.9,16.3,-13.5,11.8,5.9,305,.1,0,.4,.2
310,-104.85818,39.76906,3007.8,710.5,15.9,-13.4,12,5.5,303.1,.3,0,0,.2
320,-104.85765,39.76884,3048.4,707.1,15.6,-13.6,12,4.8,293,.3,0,0,.2
330,-104.85706,39.7687,3087.4,703.8,15.2,-13.9,12,5.7,282.9,.3,0,0,.3
340,-104.85646,39.76857,3127,700.5,14.8,-13.9,12.6,5.1,289.2,.3,0,.3,.2
350,-104.85592,39.7684,3169.4,697,14.4,-13.7,13,4.9,295.6,.3,0,0,.2
360,-104.8554,39.76823,3214.5,693.3,14,-13.9,13,4.8,290.4,.2,.1,0,.2
370,-104.85489,39.76803,3265.9,689.1,13.5,-14.1,13.2,5,301.9,.2,0,.6,.2
380,-104.85442,39.76784,3315.6,685,13.1,-14.7,12.5,4,293.4,.2,.1,.8,.4
390,-104.85398,39.76776,3365.5,680.9,12.6,-15.8,11.8,3.8,275.5,.6,.1,.5,.2
400,-104.85354,39.7677,3414.1,677,12.2,-16.4,12,3.9,282.9,.6,0,0,.2
410,-104.85312,39.76759,3460.5,673.2,11.8,-16.6,12,3.9,293.1,.5,.1,0,.3
420,-104.85273,39.76753,3503.6,669.8,11.5,-16.9,12,3,270.1,.2,0,0,.4
430,-104.85238,39.7676,3539,666.9,11.2,-17.2,12,3.3,239.3,.1,0,0,.3
440,-104.85212,39.76775,3572.7,664.2,10.9,-17.4,12,2.3,228,.2,0,0,.2
450,-104.85188,39.76788,3607.5,661.5,10.6,-17.5,12.2,2.6,240.1,.1,0,.3,.2
460,-104.8517,39.76798,3643.8,658.6,10.3,-17.4,12.7,1.3,219.8,.3,.1,.3,.3
470,-104.81708,39.76299,3679.1,655.8,10,-17,13.7,1.3,182.3,.3,0,.3,.2
480,-104.79876,39.76056,3714,653,9.7,-16.4,14.6,1.6,203.2,.2,0,.4,.2
490,-104.78693,39.75925,3748.4,650.3,9.4,-16.1,15,1.3,273,.2,0,0,.1
500,-104.7808,39.75859,3784.8,647.5,9,-16,15.5,1.5,207.7,.1,.1,.3,.4
510,-104.77759,39.7584,3824.4,644.4,8.6,-15.9,16,2.2,278.6,.2,0,0,.2
520,-104.77576,39.75858,3862.9,641.4,8.2,-16,16,2.1,262.4,.2,0,0,.1
530,-104.77437,39.75876,3905.5,638.1,7.8,-16.1,16.6,1.8,238.6,.2,0,.6,.2
540,-104.77317,39.75887,3950.6,634.6,7.4,-15.9,17.5,1.5,230.5,.3,.1,.6,.2
550,-104.77225,39.75878,3996.3,631.1,7,-15.6,18.6,1.9,216.2,.4,0,.3,.2
560,-104.7717,39.75866,4041.4,627.6,6.5,-15.4,19.1,1.7,275.8,.3,0,.3,.2
570,-104.77118,39.75859,4084.8,624.3,6,-15.5,19.7,1.7,290.6,.1,0,.3,.1
580,-104.77092,39.75854,4128.1,621,5.6,-15.6,20,1.9,287.3,.2,0,0,.2
590,-104.77112,39.75844,4175.5,617.4,5.2,-15.5,21,1.6,300.9,.5,.1,.4,.2
600,-104.77134,39.7584,4218.6,614.1,2.9,-16.1,22.1,1.2,271.9,.5,2.2,.3,.1
610,-104.7715,39.75845,4255.6,611.3,2.9,-16.8,22.4,.5,287,.3,3.7,.6,.2
620,-104.77142,39.75847,4296.3,608.3,4,-16.1,22.6,1.3,354.4,.2,0,.3,.3
630,-104.77118,39.75855,4339.8,605,3.6,-15.6,23,1.2,302.1,.1,0,0,.3
640,-104.77118,39.75837,4380.3,602,3.2,-15.8,23.4,1.9,283.1,.1,0,.4,.3
650,-104.77079,39.75835,4997.5,557.8,2.8,-15.8,24.2,3.1,285.1,99.7,0,.6,.4
660,-104.77038,39.75834,5165.7,546.3,2.4,-15.7,25.1,4.3,315.1,142.5,0,.9,.6
670,-104.76934,39.75834,4507.9,592.7,2,-15.8,25.5,3.6,325.7,0,0,.5,.4
680,-104.76801,39.75834,4550.2,589.6,1.6,-15.9,25.9,2.1,321.2,.1,0,.4,.2
690,-104.767,39.75841,4593.9,586.4,1.2,-16.1,26.5,3,311.1,.2,0,.3,.2
700,-104.76565,39.75785,4637.9,583.2,.7,-16.1,27.2,3.5,314,0,0,.4,.2
710,-104.76467,39.75724,4680.7,580.1,.3,-16.3,27.6,2.6,323.7,.1,.1,.3,.3
720,-104.7643,39.75706,4720.4,577.2,-.1,-16.4,28.2,2.2,296.4,.9,0,.3,.3
730,-104.76407,39.75678,4762.7,574.2,-.5,-16.6,28.7,1.8,276.9,.7,0,.3,.2
740,-104.76388,39.75665,4809.7,570.8,-.9,-16.7,29.1,1.6,293.1,.3,0,.4,.3
750,-104.76354,39.75658,4850.1,567.9,-1.3,-16.8,29.9,2.5,295.5,.4,.1,.3,.2
760,-104.76403,39.75691,4972.9,559.2,-2.8,-17.1,32.2,3,289.3,14.7,2.8,7,.1
770,-104.76466,39.75727,5039.3,554.5,-3.5,-17.4,32.9,2.7,290.3,17.6,3.3,8.2,.4
780,-104.76489,39.75738,4983.1,558.5,-2.6,-17.7,30.1,2.1,307.1,.2,.1,.3,.3
790,-104.765,39.75729,5177.6,544.9,-4.9,-18,35.2,2.5,297.9,18.9,3.5,8.8,.3
800,-104.76477,39.75716,5206.4,542.9,-5.1,-18.3,34.6,2.8,303.2,21.6,4,10.3,.3
810,-104.76443,39.75701,5106,549.9,-3.7,-18.7,30,4.3,315.9,.1,.1,0,.3
820,-104.76438,39.75678,5143.1,547.3,-4.1,-18.4,34,3.5,306.1,.1,0,4.5,.3
830,-104.76444,39.75658,5183.2,544.5,-4.5,-17.9,34.2,3,299.8,.2,0,2.1,.2
840,-104.76438,39.75638,5223.6,541.7,-4.8,-18.6,31.9,3.3,291.5,.1,0,.3,.2
850,-104.76428,39.7562,5261.5,539.1,-5.2,-19.3,32.4,3.5,289.9,.3,0,.4,.1
860,-104.76416,39.75589,5300.3,536.5,-5.6,-19.5,32.8,3,295.2,.2,0,.3,.1
870,-104.764,39.75538,5340.3,533.7,-6,-19.6,33.4,3.1,288.9,0,0,.4,.2
880,-104.76358,39.75494,5379.8,531,-6.4,-19.8,34,3.4,279.9,.1,0,0,.2
890,-104.76306,39.75465,5418.9,528.4,-6.7,-20,34.4,3.1,285.9,.1,0,.3,.2
900,-104.7628,39.75458,5457.6,525.8,-7.1,-20.2,34.9,3.2,286.1,.1,0,.4,.1
910,-104.7626,39.75462,5496.7,523.1,-7.5,-20.4,35.3,3.2,274.2,.1,0,.4,.1
920,-104.76222,39.75456,5534.9,520.6,-7.8,-20.5,35.8,3,272.1,.2,0,.3,.1
930,-104.76206,39.75467,5572.3,518.1,-8.2,-20.7,36.2,2.6,247.4,.2,0,.6,.2
940,-104.7618,39.75475,5610.9,515.5,-8.6,-21,36.2,2.4,248.5,.1,.1,.3,.2
950,-104.76166,39.75479,5648.4,513,-8.9,-21.3,36.3,2.2,247.4,.1,0,.3,.2
960,-104.76146,39.75474,5686,510.5,-9.3,-21.5,37,2.5,239.9,0,.1,.3,.1
970,-104.76107,39.75471,5724,508,-9.7,-21.7,37.2,2.5,247.2,.1,0,.5,.1
980,-104.7603,39.75469,5763.2,505.5,-10,-22,37.3,2.2,254.7,.1,0,.6,.2
990,-104.75952,39.75468,5801.5,502.9,-10.4,-22.4,36.8,2.4,253.8,.1,.1,.3,.1
1000,-104.75907,39.75497,5838.2,500.6,-10.6,-23.1,34.9,2.9,254.4,.1,0,.6,.1
1010,-104.75881,39.75514,5877.1,498,-10.9,-24.1,32.2,2.9,268.5,.2,0,.5,.1
1020,-104.75838,39.7553,5919.2,495.3,-11.2,-25.3,29.5,2.8,265.3,.2,0,1,.1
1030,-104.75782,39.75578,5962.3,492.5,-11.5,-26.6,27.1,2.9,261.1,.1,0,.8,.1
1040,-104.75751,39.75621,6004.6,489.8,-11.8,-27.6,26,3.5,262.1,.1,0,0,.2
1050,-104.75727,39.75619,6050.2,486.9,-12.1,-28.2,25.6,5,262,.1,0,.4,.3
1060,-104.75661,39.75649,6096.7,483.9,-12.5,-28.8,24.9,5.8,258.1,.1,0,.4,.3
1070,-104.75545,39.75734,6142,481.1,-12.9,-29.5,23.9,5.9,254.7,.1,0,.5,.3
1080,-104.75463,39.75769,6187.7,478.2,-13.3,-30.6,22.1,6.8,255.4,.1,0,.6,.3
1090,-104.75331,39.75768,6227.7,475.7,-13.6,-32,19.2,9.5,254.8,.1,.1,.9,.5
1100,-104.75179,39.75751,6262,473.5,-13.7,-34.1,15.7,11.6,248.7,.1,0,.5,.4
1110,-104.75043,39.75743,6294.7,471.5,-13.6,-36.7,11.8,14.9,257.5,.1,.1,.5,.3
1120,-104.7495,39.75746,6328.6,469.4,-13.3,-39.7,8.5,10.8,257.7,0,0,1.2,.3
1130,-104.7481,39.75764,6364.2,467.2,-13.1,-41.4,8.5,10.1,255.3,.1,.1,.4,.2
1140,-104.74657,39.75788,6399.2,465.1,-13.2,-40.7,9.7,10.3,258.2,.1,0,.4,.2
1150,-104.74511,39.75793,6434.8,462.9,-13.5,-39.7,10.5,10.3,259.8,0,.1,.4,.2
1160,-104.74362,39.75788,6470.6,460.7,-13.8,-39.4,10.8,10.4,265.2,0,0,.4,.2
1170,-104.74238,39.75786,6505.6,458.6,-13.9,-39.9,9.8,10.6,264.4,0,.1,.5,.2
1180,-104.74099,39.75771,6540.4,456.5,-13.9,-41.3,8.2,10.6,264.5,.1,0,.6,.2
1190,-104.73922,39.75801,6575.8,454.4,-13.8,-43.3,6.7,11.6,267.9,.1,0,.3,.2
1200,-104.73802,39.75808,6612.2,452.2,-13.9,-45.2,5.7,11.3,270.2,.1,.1,.9,.2
1210,-104.73669,39.75789,6649,450,-14.1,-45.9,5.9,12.1,272.6,.1,.1,.3,.2
1220,-104.73514,39.75763,6686.9,447.8,-14.4,-45.4,6.6,12.3,272.5,.1,0,.3,.2
1230,-104.73359,39.75757,6723.6,445.6,-14.7,-44.5,7.4,12.1,272.6,.1,0,.4,.2
1240,-104.73219,39.75737,6761.6,443.4,-15,-42.7,9.7,11.3,275.2,.2,0,.4,.2
1250,-104.73082,39.75704,6800.4,441.1,-15.4,-41,11.2,11.7,276.2,.1,0,.3,.2
1260,-104.72948,39.75678,6838.8,438.9,-15.8,-40.2,11.9,12.2,276.1,0,0,.4,.2
1270,-104.72817,39.7568,6876.5,436.7,-16.1,-40,12.5,11.9,272.9,0,0,.3,.1
1280,-104.72664,39.75666,6914.9,434.5,-16.5,-39.8,13,11.7,271.3,.1,0,0,.1
1290,-104.72453,39.75667,6954.2,432.2,-16.9,-39.9,13,12,272.2,0,0,0,.2
1300,-104.72295,39.75674,6994,429.9,-17.2,-40,13.7,12.6,272.7,.1,.1,.3,.1
1310,-104.72142,39.75694,7034.5,427.6,-17.6,-39.9,14,13,271.6,.2,0,0,.3
1320,-104.72052,39.7569,7072.8,425.4,-17.9,-40.1,14,14.6,272.6,.1,0,0,.2
1330,-104.7195,39.75694,7113.5,423.1,-18.3,-40.3,14.4,14.3,269.4,.1,0,.4,.3
1340,-104.71839,39.75711,7154.6,420.8,-18.6,-40.3,14.8,12.8,265.1,.1,0,.3,.2
1350,-104.71703,39.7574,7195.1,418.5,-19,-40.4,15,13,264.3,.1,0,0,.2
1360,-104.71547,39.75834,7234.8,416.2,-19.4,-40.5,15.4,13.1,262.7,.1,.1,.4,.2
