    254     00      8      JUL    1987
                       39.75 104.87  1611.
 
                 DEN
      9   835.  1611.   25.0    6.0   150.    6.5
      4  1000.    23. 9999.9 9999.9 99999. 9999.9
      4   850.  1456. 9999.9 9999.9 99999. 9999.9
      5   829.  1675.   23.2    3.2 99999. 9999.9
      6 99999.  1829. 9999.9 9999.9   165.    8.5
      6 99999.  2134. 9999.9 9999.9   205.    6.0
      5   773.  2280.   19.8   -0.2 99999. 9999.9
      6 99999.  2438. 9999.9 9999.9   195.    5.0
      6 99999.  2743. 9999.9 9999.9   190.    3.0
      4   700.  3121.   12.4   -3.6   235.    3.1
      6 99999.  3658. 9999.9 9999.9   290.    5.0
      6 99999.  4267. 9999.9 9999.9   285.   10.0
      6 99999.  4877. 9999.9 9999.9   295.   11.0
      4   500.  5830.  -10.1  -11.1   270.   12.9
      6 99999.  6096. 9999.9 9999.9   265.   13.0
      5   477.  6195.  -12.9  -16.0 99999. 9999.9
      6 99999.  6706. 9999.9 9999.9   265.   12.5
      5   439.  6824.  -16.7  -18.2 99999. 9999.9
      5   430.  6979.  -18.7  -25.7 99999. 9999.9
      4   400.  7510.  -20.7  -30.7   275.   12.3
      6 99999.  7620. 9999.9 9999.9   275.   13.0
      5   369.  8107.  -25.3  -35.3 99999. 9999.9
      5   340.  8696.  -29.5  -33.7 99999. 9999.9
      6 99999.  9144. 9999.9 9999.9   280.    7.5
      4   300.  9570.  -36.7  -41.2   280.    8.7
      6 99999. 10668. 9999.9 9999.9   295.    8.5
      4   250. 10810.  -46.1 9999.9   300.    6.7
      6 99999. 10973. 9999.9 9999.9   300.    6.5
      4   200. 12260.  -57.7 9999.9   155.    2.1
      6 99999. 13411. 9999.9 9999.9   225.    7.5
      6 99999. 14021. 9999.9 9999.9   240.   14.5
      4   150. 14040.  -56.5 9999.9   245.   13.4
      6 99999. 14630. 9999.9 9999.9   245.    7.0
      6 99999. 15240. 9999.9 9999.9   235.    7.5
      6 99999. 16459. 9999.9 9999.9   235.    9.0
      4   100. 16600.  -59.5 9999.9   235.    9.3
